"x","y","year"
144.109582784941,-38.4545829756677,"2010"
144.109582784941,-38.2679163097523,"1990"
144.109582784941,-38.1095829770562,"1975"
144.109582784941,-38.1079163103962,"1985"
144.109582784941,-37.9979163108389,"2020"
144.109582784941,-37.996249644179,"2010"
144.109582784941,-37.9829163108993,"2010"
144.109582784941,-37.6012496457687,"2020"
144.109582784941,-37.586249645829,"2020"
144.109582784941,-37.5845829791691,"2015"
144.109582784941,-37.5829163125091,"2005"
144.109582784941,-37.3929163132738,"2020"
144.109582784941,-37.2812496470565,"2025"
144.111249451601,-38.4595829756476,"1990"
144.111249451601,-38.4579163089876,"1975"
144.111249451601,-38.4562496423276,"1975"
144.111249451601,-38.4545829756677,"1990"
144.111249451601,-38.1095829770562,"2000"
144.111249451601,-37.9879163108792,"2025"
144.111249451601,-37.586249645829,"2020"
144.111249451601,-37.5845829791691,"2010"
144.111249451601,-37.5829163125091,"2020"
144.111249451601,-37.5795829791892,"2020"
144.111249451601,-37.5545829792898,"2025"
144.111249451601,-37.2762496470767,"2025"
144.111249451601,-37.2695829804368,"2010"
144.112916118261,-38.4579163089876,"1990"
144.112916118261,-38.4562496423276,"1975"
144.112916118261,-38.4545829756677,"1990"
144.112916118261,-38.4529163090077,"1995"
144.112916118261,-37.9895829775391,"1990"
144.112916118261,-37.9279163111206,"2025"
144.112916118261,-37.5962496457888,"2025"
144.112916118261,-37.5845829791691,"2020"
144.112916118261,-37.5795829791892,"2020"
144.114582784921,-38.4579163089876,"1985"
144.114582784921,-38.4562496423276,"1975"
144.114582784921,-38.4545829756677,"1975"
144.114582784921,-38.4529163090077,"1980"
144.114582784921,-38.4512496423478,"1985"
144.114582784921,-38.4445829757079,"2030"
144.114582784921,-38.1712496434747,"2005"
144.114582784921,-37.9295829777806,"2020"
144.114582784921,-37.5729163125494,"2025"
144.114582784921,-37.5512496459699,"2030"
144.114582784921,-37.2345829805777,"2020"
144.116249451581,-38.4562496423276,"1975"
144.116249451581,-38.4545829756677,"1980"
144.116249451581,-38.4529163090077,"1975"
144.116249451581,-38.4512496423478,"2000"
144.116249451581,-38.2145829766336,"2000"
144.116249451581,-37.9895829775391,"1990"
144.116249451581,-37.9679163109597,"2025"
144.116249451581,-37.629582978988,"2025"
144.116249451581,-37.586249645829,"2020"
144.116249451581,-37.5729163125494,"2020"
144.116249451581,-37.5512496459699,"2025"
144.117916118241,-38.0395829773379,"2020"
144.117916118241,-37.9895829775391,"1985"
144.117916118241,-37.5779163125292,"2025"
144.117916118241,-37.2312496472578,"2025"
144.119582784901,-37.9895829775391,"2015"
144.119582784901,-37.9612496443198,"2020"
144.119582784901,-37.6495829789075,"2020"
144.119582784901,-37.6179163123683,"2025"
144.119582784901,-37.5779163125292,"2020"
144.119582784901,-37.3929163132738,"2025"
144.121249451562,-37.9612496443198,"2025"
144.121249451562,-37.9479163110401,"2010"
144.121249451562,-37.8895829779416,"2020"
144.121249451562,-37.8745829780019,"1990"
144.121249451562,-37.6495829789075,"2020"
144.121249451562,-37.5929163124689,"2025"
144.121249451562,-37.5779163125292,"2020"
144.122916118222,-38.0629163105773,"2000"
144.122916118222,-37.9779163109194,"2025"
144.122916118222,-37.7045829786861,"2015"
144.122916118222,-37.4445829797325,"2030"
144.122916118222,-37.382916313314,"2020"
144.122916118222,-37.301249646976,"2025"
144.124582784882,-38.1212496436759,"2000"
144.124582784882,-37.9845829775592,"2000"
144.124582784882,-37.9779163109194,"2010"
144.124582784882,-37.9645829776397,"2030"
144.124582784882,-37.9562496443399,"2020"
144.124582784882,-37.8895829779416,"2030"
144.124582784882,-37.4395829797526,"2020"
144.124582784882,-37.382916313314,"2020"
144.126249451542,-37.9845829775592,"2000"
144.126249451542,-37.9779163109194,"2020"
144.126249451542,-37.5912496458089,"2020"
144.126249451542,-37.384582979974,"2020"
144.126249451542,-37.3812496466541,"2020"
144.126249451542,-37.3795829799941,"2020"
144.126249451542,-37.3712496466943,"2025"
144.126249451542,-37.3362496468352,"2025"
144.126249451542,-37.3345829801752,"2030"
144.126249451542,-37.3112496469358,"2020"
144.126249451542,-37.301249646976,"2005"
