"suburb","pop_density","year"
"Newbury",8.98,2015
"Newcomb",1325.48,2015
"Newham",11.48,2015
"Newhaven",74.42,2015
"Newlyn",7.26,2015
"Newlyn North",10.25,2015
"Newport",2457.57,2015
"Newtown",1797.16,2015
"Niddrie",2779.46,2015
"Nilma",72.91,2015
"Nilma North",9.85,2015
"Noble Park",3552.24,2015
"Noble Park North",1995.6,2015
"Noojee",1.33,2015
"Norlane",1717.01,2015
"North Blackwood",3.96,2015
"North Geelong",545.36,2015
"North Melbourne",5893.14,2015
"North Shore",177.45,2015
"North Warrandyte",334.2,2015
"North Wonthaggi",261.78,2015
"Northcote",4136.2,2015
"Notting Hill",1678.68,2015
"Nulla Vale",1.2,2015
"Nunawading",2277.42,2015
"Nutfield",22.45,2015
"Nyora",19.55,2015
"Oak Park",3122.78,2015
"Oaklands Junction",8.38,2015
"Oakleigh",2327.6,2015
"Oakleigh East",3138.84,2015
"Oakleigh South",1443.41,2015
"Ocean Grove",750.13,2015
"Officer",86.76,2015
"Officer South",5.96,2015
"Olinda",96.9,2015
"Ormond",4174.5,2015
"Outtrim",4.66,2015
"Pakenham",558.21,2015
"Pakenham South",12.16,2015
"Pakenham Upper",37.68,2015
"Panton Hill",56.17,2015
"Paraparap",5.16,2015
"Park Orchards",415.32,2015
"Parkdale",3509.58,2015
"Parkville",1933.54,2015
"Parwan",2.91,2015
"Pascoe Vale",3249.93,2015
"Pascoe Vale South",3536.66,2015
"Pastoria",1.22,2015
"Pastoria East",1.38,2015
"Patterson Lakes",1928.6,2015
"Pearcedale",128.17,2015
"Pentland Hills",6.64,2015
"Pheasant Creek",14.19,2015
"Piedmont",10.57,2015
"Pioneer Bay",1695.33,2015
"Pipers Creek",6.43,2015
"Plenty",213.39,2015
"Plumpton",5.45,2015
"Point Cook",1892.4,2015
"Point Leo",48.64,2015
"Point Lonsdale",196.71,2015
"Point Wilson",0.08,2015
"Poowong",13.29,2015
"Poowong East",4.29,2015
"Poowong North",6.35,2015
"Porcupine Ridge",4.09,2015
"Port Melbourne",1665.01,2015
"Portarlington",150.11,2015
"Portsea",42.28,2015
"Pound Creek",3.29,2015
"Powelltown",4.46,2015
"Prahran",6461.36,2015
"Preston",2904.16,2015
"Princes Hill",5121.96,2015
"Pyalong",5.8,2015
"Quandong",0.05,2015
"Queenscliff",360.06,2015
"Queensferry",5.18,2015
"Ranceby",3.69,2015
"Ravenhall",119.8,2015
"Red Hill",42.72,2015
"Red Hill South",40.43,2015
"Reedy Creek",4.8,2015
"Reefton",0.4,2015
"Research",309.07,2015
"Reservoir",2655.99,2015
"Rhyll",41.12,2015
"Richmond",5718.21,2015
"Riddells Creek",55.58,2015
"Ringwood",1737.54,2015
"Ringwood East",2119.84,2015
"Ringwood North",1934.74,2015
"Ripplebrook",9.06,2015
"Rippleside",1957.66,2015
"Ripponlea",5638.56,2015
"Rochford",6.45,2015
"Rockbank",144.9,2015
"Rocklyn",4.61,2015
"Rokeby",31.31,2015
"Romsey",60.71,2015
"Rosanna",2524.71,2015
"Rosebud",794.74,2015
"Rowsley",3.89,2015
"Rowville",1695.92,2015
"Roxburgh Park",3633.22,2015
"Rubicon",0.28,2015
"Ruby",9.81,2015
"Russells Bridge",6.44,2015
"Ryanston",5.14,2015
"Rye",487.25,2015
"Rythdale",9.23,2015
"Safety Beach",620.54,2015
"Sailors Falls",9.8,2015
"Sailors Hill",19.09,2015
"San Remo",78.85,2015
"Sandhurst",1339.52,2015
"Sandon",1.68,2015
"Sandringham",2712.82,2015
"Sassafras",230.18,2015
"Scoresby",711.82,2015
"Seabrook",3273.25,2015
"Seaford",1337.47,2015
"Seaholme",2010.45,2015
"Seaview",3.81,2015
"Seddon",5475.4,2015
"Selby",265.3,2015
"Seville",117.19,2015
"Seville East",92.87,2015
"She Oaks",6.22,2015
"Shelford",1.4,2015
"Shepherds Flat",3.15,2015
"Sherbrooke",47.05,2015
"Shoreham",32.47,2015
"Sidonia",1.01,2015
"Silvan",43.6,2015
"Silverleaves",155.79,2015
"Skye",618.56,2015
"Smeaton",2.4,2015
"Smiths Beach",223.13,2015
"Smiths Gully",28.32,2015
"Somers",120.73,2015
"Somerton",11.35,2015
"Somerville",307.39,2015
"Sorrento",217.33,2015
"South Dudley",285.69,2015
"South Geelong",532.29,2015
"South Kingsville",2865.38,2015
"South Melbourne",4817.71,2015
"South Morang",1668.88,2015
"South Wharf",325.55,2015
"South Yarra",5893.91,2015
"Southbank",11400.2,2015
"Spargo Creek",2.59,2015
"Spotswood",794.08,2015
"Spring Hill",4.82,2015
"Springbank",5.06,2015
"Springfield",3.75,2015
"Springvale",1943.3,2015
"Springvale South",2887.36,2015
"St Albans",2881.51,2015
"St Albans Park",1314.87,2015
"St Andrews",29.98,2015
"St Andrews Beach",301.51,2015
"St Clair",4.88,2015
"St Helena",1929.01,2015
"St Kilda",6284.74,2015
"St Kilda East",6072.86,2015
"St Kilda West",5514.66,2015
"St Leonards",82.94,2015
"Staughton Vale",1.87,2015
"Steels Creek",6.93,2015
"Steiglitz",1.38,2015
"Stonehaven",3.68,2015
"Strangways",5.33,2015
"Strath Creek",1.52,2015
"Strathewen",7.43,2015
"Strathlea",1.27,2015
"Strathmore",2426.89,2015
"Strathmore Heights",1416.85,2015
"Strathtulloh",15.21,2015
"Strzelecki",3.07,2015
"Sugarloaf Creek",3.99,2015
"Summerlands",2.04,2015
"Sunbury",291.02,2015
"Sunday Creek",23.04,2015
"Sunderland Bay",217.28,2015
"Sunset Strip",751.31,2015
"Sunshine",2067.87,2015
"Sunshine North",1456.61,2015
"Sunshine West",1881.99,2015
"Surf Beach",178.53,2015
"Surrey Hills",3173.3,2015
"Sutherlands Creek",4.93,2015
"Swan Bay",1.19,2015
"Swan Island",9.42,2015
"Sydenham",3370.51,2015
"Taggerty",2.82,2015
"Tallarook",4.27,2015
"Tantaraboo",7.07,2015
"Taradale",10.03,2015
"Tarilta",5.68,2015
"Tarneit",1272.15,2015
"Tarrawarra",6.55,2015
"Tarwin",1.96,2015
"Tarwin Lower",1.81,2015
"Taylor Bay",5.26,2015
"Taylors Hill",6699,2015
"Taylors Lakes",2296.55,2015
"Tecoma",1216.9,2015
"Teesdale",29.1,2015
"Templestowe",1073.88,2015
"Templestowe Lower",2332.14,2015
"Tenby Point",62.49,2015
"Tetoora Road",5.54,2015
"The Basin",876.27,2015
"The Gurdies",7.89,2015
"The Patch",267.36,2015
"Thomastown",1489.76,2015
"Thomson",1845.4,2015
"Thornbury",3716.56,2015
"Thornhill Park",14.38,2015
"Thornton",4.44,2015
"Three Bridges",6.07,2015
"Tonimbuk",5.81,2015
"Toolangi",2.51,2015
"Toolern Vale",8.84,2015
"Tooradin",57.49,2015
"Toorak",3181.32,2015
"Tootgarook",794.08,2015
"Torquay",348.5,2015
"Torwood",6.29,2015
"Tottenham",25.72,2015
"Travancore",4470.48,2015
"Trawool",2,2015
"Tremont",28.15,2015
"Trentham",20.05,2015
"Trentham East",4.67,2015
"Trida",2.17,2015
"Truganina",322.89,2015
"Tuerong",9.05,2015
"Tullamarine",942.87,2015
"Tyaak",7.32,2015
"Tyabb",147.77,2015
"Tylden",10.65,2015
"Tylden South",5.78,2015
"Tynong",29.35,2015
"Tynong North",10.42,2015
"Upper Ferntree Gully",963.36,2015
"Upper Plenty",12.54,2015
"Upwey",1121.94,2015
"Vaughan",5.41,2015
"Ventnor",20.2,2015
"Venus Bay",35.44,2015
"Vermont",2284.62,2015
"Vermont South",1941.17,2015
"Vervale",9.69,2015
"Viewbank",1588.26,2015
"Wallace",14.39,2015
"Wallan",146.41,2015
"Wallington",38.76,2015
"Wandana Heights",869.24,2015
"Wandin East",49.74,2015
"Wandin North",188.41,2015
"Wandong",44.68,2015
"Wantirna",1714.72,2015
"Wantirna South",1309.83,2015
"Warburton",16.57,2015
"Warneet",156.65,2015
"Warragul",282.16,2015
"Warragul South",9.4,2015
"Warragul West",17.51,2015
"Warrandyte",335.3,2015
"Warrandyte South",160.23,2015
"Warranwood",1699.05,2015
"Waterford Park",1233.38,2015
"Waterways",1501.34,2015
"Watsonia",2243.37,2015
"Watsonia North",2673.83,2015
"Watsons Creek",30.62,2015
"Wattle Bank",8.1,2015
"Wattle Glen",220.8,2015
"Waurn Ponds",189.4,2015
"Weir Views",13.7,2015
"Wensleydale",0.9,2015
"Werona",1.43,2015
"Werribee",1041.4,2015
"Werribee South",48.16,2015
"Wesburn",27.62,2015
"West Creek",3.89,2015
"West Footscray",3003.17,2015
"West Melbourne",774.47,2015
"Westmeadows",1234.62,2015
"Whanregarwen",1.58,2015
"Wheatsheaf",7.22,2015
"Wheelers Hill",1914.51,2015
"Whitelaw",7.21,2015
"Whittington",2778.43,2015
"Whittlesea",53.66,2015
"Wild Dog Valley",4.21,2015
"Wildwood",8.13,2015
"Williams Landing",1426.79,2015
"Williamstown",2441.82,2015
"Williamstown North",896.76,2015
"Willowmavin",4.55,2015
"Wimbledon Heights",1083.77,2015
"Winchelsea",8.95,2015
"Winchelsea South",3.93,2015
"Windsor",7046.8,2015
"Wollert",11.31,2015
"Wonga Park",178.26,2015
"Wonthaggi",96.6,2015
"Woodend",81.36,2015
"Woodend North",10.35,2015
"Woodleigh",4.91,2015
"Woodstock",8.07,2015
"Woolamai",5.7,2015
"Wooreen",4.85,2015
"Woori Yallock",116.04,2015
"Wurdiboluc",5.75,2015
"Wyndham Vale",626.19,2015
"Yallambie",1455.04,2015
"Yan Yean",11.04,2015
"Yandoit",4.48,2015
"Yandoit Hills",2.05,2015
"Yannathan",6.87,2015
"Yarra Glen",79.17,2015
"Yarra Junction",141.4,2015
"Yarrambat",107.15,2015
"Yarraville",2720.97,2015
"Yea",8.65,2015
"Yellingbo",12.78,2015
"Yendon",12.75,2015
"Yering",6.91,2015
"Yuroke",3.26,2015
"Abbotsford",3244.03,2020
"Aberfeldie",2639.07,2020
"Acheron",2.12,2020
"Ada",0,2020
"Adams Estate",98.13,2020
"Aintree",94.76,2020
"Aireys Inlet",42.84,2020
"Airport West",1856.66,2020
"Albanvale",3020.51,2020
"Albert Park",2800.44,2020
"Albion",1977.86,2020
"Alexandra",34.26,2020
"Allambee",2.47,2020
"Almurta",3.51,2020
"Alphington",1968.61,2020
"Altona",648.24,2020
"Altona Meadows",1906.48,2020
"Altona North",880.4,2020
"Anakie",4.55,2020
"Anderson",5.38,2020
"Anglesea",30.42,2020
"Arawata",6.05,2020
"Archies Creek",18.58,2020
"Ardeer",1609.02,2020
"Armadale",4583.21,2020
"Armstrong Creek",19.18,2020
"Arthurs Creek",12.7,2020
"Arthurs Seat",49.42,2020
"Ascot Vale",3998.69,2020
"Ashbourne",5.39,2020
"Ashburton",2816.46,2020
"Ashwood",2627.94,2020
"Aspendale",2452.28,2020
"Aspendale Gardens",2675.99,2020
"Athlone",5.58,2020
"Attwood",801.41,2020
"Avalon",6.07,2020
"Avondale Heights",2092,2020
"Avonsleigh",163.45,2020
"Bacchus Marsh",772.54,2020
"Badger Creek",160.69,2020
"Balaclava",7847.06,2020
"Ballan",20.25,2020
"Balliang",1.9,2020
"Balliang East",3.22,2020
"Balnarring",90.35,2020
"Balnarring Beach",270.99,2020
"Balwyn",3206.5,2020
"Balwyn North",2411.12,2020
"Bambra",3.2,2020
"Bamganie",1.91,2020
"Bangholme",37.13,2020
"Bannockburn",69.63,2020
"Barkstead",1.68,2020
"Barrabool",8.81,2020
"Barrys Reef",2.83,2020
"Barwon Heads",638.05,2020
"Basalt",1.76,2020
"Bass",7.49,2020
"Batesford",55.7,2020
"Baxter",244.84,2020
"Bayles",28.45,2020
"Baynton",1.01,2020
"Bayswater",1553.46,2020
"Bayswater North",1409.34,2020
"Beaconsfield",983.63,2020
"Beaconsfield Upper",137.66,2020
"Beaumaris",2664.7,2020
"Beenak",2.53,2020
"Belgrave",992.13,2020
"Belgrave Heights",625.07,2020
"Belgrave South",133.12,2020
"Bell Park",2040.71,2020
"Bell Post Hill",1071.56,2020
"Bellarine",11.91,2020
"Bellbrae",21.21,2020
"Bellfield",1974.89,2020
"Bells Beach",18.06,2020
"Belmont",1704.63,2020
"Bena",6.96,2020
"Bend of Islands",40.55,2020
"Benloch",4.9,2020
"Bentleigh",3725.29,2020
"Bentleigh East",3209.65,2020
"Beremboke",3.89,2020
"Berwick",1861.91,2020
"Beveridge",12.3,2020
"Big Hill",1.37,2020
"Big Pats Creek",9.42,2020
"Bittern",242.88,2020
"Black Rock",2017.9,2020
"Blackburn",2405.07,2020
"Blackburn North",2935.2,2020
"Blackburn South",3171.9,2020
"Blackwood",5.69,2020
"Blairgowrie",383.07,2020
"Blakeville",0.36,2020
"Blampied",4.19,2020
"Blind Bight",304.69,2020
"Bolinda",8.29,2020
"Bolwarrah",2.03,2020
"Bona Vista",9.16,2020
"Bonbeach",2367.5,2020
"Boneo",10.36,2020
"Bonnie Brook",14.44,2020
"Boonah",0.4,2020
"Boronia",1994.83,2020
"Botanic Ridge",436.18,2020
"Box Hill",3154.86,2020
"Box Hill North",3089.34,2020
"Box Hill South",2537.24,2020
"Braeside",7.24,2020
"Brandy Creek",11.81,2020
"Bravington",13.62,2020
"Braybrook",2461.7,2020
"Breakwater",317.51,2020
"Breamlea",36.39,2020
"Briar Hill",2559.23,2020
"Brighton",2822.06,2020
"Brighton East",3131.82,2020
"Broadford",43.52,2020
"Broadmeadows",1586.65,2020
"Brookfield",982.86,2020
"Brooklyn",338.92,2020
"Brunswick",5213.74,2020
"Brunswick East",4731.47,2020
"Brunswick West",4861.77,2020
"Buckley",4.28,2020
"Buffalo",2.66,2020
"Bulla",24.18,2020
"Bullarook",5.15,2020
"Bullarto",5.05,2020
"Bullarto South",2.12,2020
"Bulleen",1763.3,2020
"Bullengarook",10.41,2020
"Buln Buln",33.03,2020
"Buln Buln East",8.83,2020
"Bunding",4.49,2020
"Bundoora",1936.51,2020
"Bungal",1.27,2020
"Bungaree",9.86,2020
"Bunyip",125.63,2020
"Bunyip North",9.19,2020
"Burnley",851.47,2020
"Burnside",4201.71,2020
"Burnside Heights",6305.08,2020
"Burwood",2523.12,2020
"Burwood East",2673.17,2020
"Buxton",8.51,2020
"Bylands",5.17,2020
"Cadello",5.71,2020
"Cairnlea",5865.47,2020
"Calder Park",18.71,2020
"Caldermeade",6.08,2020
"Cambarville",0.02,2020
"Camberwell",2998.29,2020
"Campbellfield",533.98,2020
"Campbelltown",0.93,2020
"Cannons Creek",105.59,2020
"Canterbury",2729.04,2020
"Cape Paterson",54.32,2020
"Cape Schanck",14.79,2020
"Cape Woolamai",282.15,2020
"Capel Sound",1086.01,2020
"Cardinia",18.35,2020
"Carlsruhe",7.79,2020
"Carlton",12822.09,2020
"Carlton North",4395.64,2020
"Carnegie",4898.37,2020
"Caroline Springs",6684,2020
"Carrum",2757.77,2020
"Carrum Downs",1162.51,2020
"Castella",12.72,2020
"Catani",11.52,2020
"Cathkin",1.03,2020
"Caulfield",3917.12,2020
"Caulfield East",1217.29,2020
"Caulfield North",4019.97,2020
"Caulfield South",3945.25,2020
"Ceres",23.33,2020
"Chadstone",2912.57,2020
"Charlemont",45.69,2020
"Chelsea",3248.89,2020
"Chelsea Heights",1981.99,2020
"Cheltenham",2202.75,2020
"Cherokee",4.8,2020
"Chintin",3.71,2020
"Chirnside Park",448.58,2020
"Christmas Hills",7.49,2020
"Chum Creek",45.8,2020
"Churchill Island",5.36,2020
"Clarendon",7,2020
"Claretown",5.86,2020
"Clarinda",2178.83,2020
"Clarkefield",3.98,2020
"Clarkes Hill",5.21,2020
"Clayton",2298.07,2020
"Clayton South",1575.21,2020
"Clematis",280.91,2020
"Clifton Hill",4289.25,2020
"Clifton Springs",1435.8,2020
"Clonbinane",1.78,2020
"Cloverlea",10.74,2020
"Clyde",33.62,2020
"Clyde North",111.58,2020
"Clydesdale",4.83,2020
"Cobaw",7.18,2020
"Cobblebank",35.21,2020
"Coburg",4224.47,2020
"Coburg North",1573.35,2020
"Cockatoo",208.44,2020
"Cocoroc",0.02,2020
"Coimadai",9.06,2020
"Colbrook",2,2020
"Coldstream",43.23,2020
"Collingwood",6299.79,2020
"Connewarre",9.84,2020
"Coolaroo",1424.55,2020
"Coomoora",24.27,2020
"Cora Lynn",14.1,2020
"Corinella",55.42,2020
"Corio",901.48,2020
"Coronet Bay",164.97,2020
"Cottles Bridge",36.08,2020
"Cowes",246.4,2020
"Craigieburn",1434.19,2020
"Cranbourne",1760.85,2020
"Cranbourne East",1368.41,2020
"Cranbourne North",2263.75,2020
"Cranbourne South",135.3,2020
"Cranbourne West",1346.55,2020
"Cremorne",3159.82,2020
"Crib Point",494.43,2020
"Crossover",15.15,2020
"Croydon",1877.92,2020
"Croydon Hills",2433.1,2020
"Croydon North",2119.59,2020
"Croydon South",2002.25,2020
"Curlewis",15.65,2020
"Dales Creek",252.36,2020
"Dallas",3169.15,2020
"Dalmore",15.6,2020
"Dalyston",24.71,2020
"Dandenong",2596.8,2020
"Dandenong North",2509.92,2020
"Dandenong South",26.65,2020
"Darley",434.12,2020
"Darnum",21.03,2020
"Darraweit Guim",7.18,2020
"Daylesford",73.94,2020
"Dean",5.1,2020
"Deanside",51.94,2020
"Deepdene",2535.61,2020
"Deer Park",2506.3,2020
"Delahey",2746.78,2020
"Denver",9.65,2020
"Derrimut",627.43,2020
"Devils River",0.49,2020
"Devon Meadows",102.41,2020
"Dewhurst",28.45,2020
"Diamond Creek",705.3,2020
"Diggers Rest",40.88,2020
"Dingley Village",1415.13,2020
"Dixons Creek",8.11,2020
"Docklands",9880.31,2020
"Don Valley",41.39,2020
"Doncaster",2267.48,2020
"Doncaster East",2634.49,2020
"Donnybrook",6.53,2020
"Donvale",1091.64,2020
"Doreen",737.81,2020
"Doveton",2415.37,2020
"Dromana",189.76,2020
"Drouin",233.56,2020
"Drouin East",31.5,2020
"Drouin South",11.06,2020
"Drouin West",18.97,2020
"Drumcondra",2673.27,2020
"Drummond",7.32,2020
"Drummond North",5,2020
"Dry Diggings",2.68,2020
"Drysdale",118.43,2020
"Dunnstown",12.08,2020
"Durdidwarrah",1.2,2020
"Eaglemont",1938.72,2020
"East Geelong",1308.69,2020
"East Melbourne",4128.57,2020
"East Warburton",5.02,2020
"Eastern View",1.59,2020
"Eden Park",62.44,2020
"Edgecombe",9.86,2020
"Edithvale",3026.65,2020
"Eganstown",6.76,2020
"Eildon",1.87,2020
"Elaine",2.15,2020
"Elevated Plains",13.13,2020
"Elizabeth Island",0,2020
"Ellinbank",12.69,2020
"Elsternwick",4263.73,2020
"Eltham",1154.2,2020
"Eltham North",1794.04,2020
"Elwood",6822.97,2020
"Emerald",153.48,2020
"Endeavour Hills",1852.62,2020
"Epping",1116,2020
"Essendon",3448.78,2020
"Essendon Fields",41.04,2020
"Essendon North",3125.7,2020
"Essendon West",1438.56,2020
"Eumemmerring",2200.05,2020
"Exford",14.98,2020
"Eynesbury",17.63,2020
"Fairbank",4.01,2020
"Fairfield",1860.54,2020
"Fairhaven",70.11,2020
"Fawcett",0.84,2020
"Fawkner",2739.1,2020
"Fern Hill",4.36,2020
"Ferndale",3.74,2020
"Fernshaw",0,2020
"Ferntree Gully",1977.3,2020
"Ferny Creek",360.61,2020
"Fieldstone",2.88,2020
"Fingal",22.03,2020
"Fiskville",2.53,2020
"Fitzroy",8097.3,2020
"Fitzroy North",5230.22,2020
"Flemington",3152.23,2020
"Flinders",16.69,2020
"Flowerdale",4.79,2020
"Footscray",3238.2,2020
"Forbes",3.78,2020
"Forest Hill",2664.84,2020
"Franklinford",2.36,2020
"Frankston",1964.29,2020
"Frankston North",1203.12,2020
"Frankston South",1346.13,2020
"Fraser Rise",63.25,2020
"French Island",0.79,2020
"Freshwater Creek",10.89,2020
"Fryerstown",6.75,2020
"Fyansford",15.76,2020
"Gainsborough",12.09,2020
"Gardenvale",4011.38,2020
"Garfield",84.08,2020
"Garfield North",14.79,2020
"Geelong",1573.68,2020
"Geelong West",3264.37,2020
"Gembrook",13.82,2020
"Gentle Annie",0,2020
"Gherang",14.76,2020
"Gheringhap",6.12,2020
"Ghin Ghin",0.63,2020
"Gilderoy",8.07,2020
"Gisborne",91.88,2020
"Gisborne South",53.99,2020
"Gladstone Park",2642.06,2020
"Gladysdale",18.76,2020
"Glen Alvie",7.2,2020
"Glen Forbes",7.7,2020
"Glen Huntly",6126.5,2020
"Glen Iris",3241.09,2020
"Glen Waverley",2579.59,2020
"Glenaroua",1.21,2020
"Glenburn",2.35,2020
"Glenluce",1.39,2020
"Glenlyon",4.74,2020
"Glenmore",1.46,2020
"Glenroy",2544,2020
"Gnarwarre",4.07,2020
"Goldie",5.66,2020
"Gordon",23.4,2020
"Gowanbrae",2471.95,2020
"Grangefields",16.59,2020
"Grantville",51.75,2020
"Greendale",11.5,2020
"Greenhill",5.9,2020
"Greensborough",2150.91,2020
"Greenvale",525.36,2020
"Grovedale",2533.48,2020
"Gruyere",16.38,2020
"Guildford",7.81,2020
"Guys Hill",162.58,2020
"Hadfield",2164.15,2020
"Hallam",1530.27,2020
"Hallora",6.91,2020
"Hallston",3.63,2020
"Hamlyn Heights",1766,2020
"Hampton",3186.49,2020
"Hampton East",3582.55,2020
"Hampton Park",2681.21,2020
"Harkaway",70.42,2020
"Harkness",564.56,2020
"Harmers Haven",16.04,2020
"Hastings",373.8,2020
"Hawthorn",4019.17,2020
"Hawthorn East",4026.96,2020
"Healesville",53.87,2020
"Heath Hill",8.5,2020
"Heathcote Junction",101.91,2020
"Heatherton",499.63,2020
"Heathmont",2204.39,2020
"Heidelberg",2057.67,2020
"Heidelberg Heights",2887.18,2020
"Heidelberg West",1857.27,2020
"Hepburn",140.09,2020
"Hepburn Springs",104.46,2020
"Herne Hill",2562.74,2020
"Hesket",8.03,2020
"High Camp",2.37,2020
"Highett",2989.35,2020
"Highlands",0.96,2020
"Highton",1766.57,2020
"Hillside",3617.18,2020
"Hmas Cerberus",83.08,2020
"Hoddles Creek",13.73,2020
"Homewood",1.39,2020
"Hopetoun Park",122.98,2020
"Hoppers Crossing",3134.4,2020
"Howes Creek",1.9,2020
"Hughesdale",4104.2,2020
"Humevale",10.77,2020
"Huntingdale",2506.65,2020
"Hurstbridge",247.37,2020
"Indented Head",266.81,2020
"Ingliston",1.28,2020
"Inverleigh",7.73,2020
"Inverloch",55.27,2020
"Iona",13.1,2020
"Irishtown",2.88,2020
"Ivanhoe",2272.1,2020
"Ivanhoe East",1870.74,2020
"Jacana",1888.13,2020
"Jam Jerrup",7.59,2020
"Jan Juc",723.26,2020
"Jeetho",8.43,2020
"Jindivick",8.41,2020
"Jumbunna",6.87,2020
"Junction Village",1159.22,2020
"Kalkallo",8.84,2020
"Kallista",137.16,2020
"Kalorama",167.73,2020
"Kangaroo Ground",34.35,2020
"Kardella",13.76,2020
"Kardella South",13.9,2020
"Kealba",1456.15,2020
"Keilor",580.15,2020
"Keilor Downs",2359.07,2020
"Keilor East",1425.35,2020
"Keilor Lodge",2385.77,2020
"Keilor North",14.77,2020
"Keilor Park",826.98,2020
"Kensington",6697.01,2020
"Kernot",3.91,2020
"Kerrie",5.19,2020
"Kerrisdale",1.36,2020
"Kew",2428.32,2020
"Kew East",1755.05,2020
"Keysborough",1070.04,2020
"Kilcunda",21.29,2020
"Killingworth",3.46,2020
"Kilmore",133.63,2020
"Kilmore East",7.63,2020
"Kilsyth",1139.17,2020
"Kilsyth South",1029.85,2020
"Kinglake",14.05,2020
"Kinglake Central",7.57,2020
"Kinglake West",18.97,2020
"Kings Park",3564.06,2020
"Kingsbury",3575.18,2020
"Kingsville",6032.24,2020
"Knoxfield",1327.13,2020
"Kongwak",5.85,2020
"Koo Wee Rup",72.5,2020
"Koo Wee Rup North",11.92,2020
"Koonwarra",11.39,2020
"Kooroocheang",1.37,2020
"Koorooman",6.39,2020
"Kooyong",1887.63,2020
"Koriella",1.34,2020
"Korobeit",4.85,2020
"Korumburra",78.61,2020
"Korumburra South",6.7,2020
"Korweinguboora",6.47,2020
"Krowera",4.77,2020
"Kurunjang",1461.52,2020
"Kyneton",72.04,2020
"Kyneton South",4.54,2020
"Labertouche",7.83,2020
"Lake Eildon",0.13,2020
"Lal Lal",7.55,2020
"Lalor",2576.71,2020
"Lance Creek",6.21,2020
"Lancefield",20.71,2020
"Lang Lang",21.81,2020
"Lang Lang East",9.56,2020
"Langdons Hill",2.95,2020
"Langley",2.88,2020
"Langwarrin",889.45,2020
"Langwarrin South",154.99,2020
"Lara",188.13,2020
"Lardner",10.74,2020
"Launching Place",72.89,2020
"Lauriston",8.09,2020
"Laverton",1722.11,2020
"Laverton North",14.1,2020
"Leonards Hill",1.77,2020
"Leongatha",140.24,2020
"Leongatha North",7.19,2020
"Leongatha South",4.4,2020
"Leopold",458.9,2020
"Lerderderg",0.04,2020
"Lethbridge",14.3,2020
"Lillico",11.64,2020
"Lilydale",599.55,2020
"Limestone",0.5,2020
"Little Hampton",7.96,2020
"Little River",7.6,2020
"Loch",9.43,2020
"Loch Valley",0.01,2020
"Long Forest",51.09,2020
"Longwarry",38.07,2020
"Longwarry North",17.91,2020
"Lorne",12.17,2020
"Lovely Banks",80.5,2020
"Lower Plenty",606.86,2020
"Lynbrook",4557.16,2020
"Lyndhurst",1393.87,2020
"Lyonville",5.76,2020
"Lysterfield",241.83,2020
"Lysterfield South",233.09,2020
"Macclesfield",32.66,2020
"Macedon",52.27,2020
"Macleod",2325.79,2020
"Maddingley",147.71,2020
"Maidstone",3163.01,2020
"Main Ridge",18.24,2020
"Maintongoon",1.12,2020
"Malmsbury",21.71,2020
"Malvern",3724.99,2020
"Malvern East",2969.56,2020
"Mambourin",1.24,2020
"Manifold Heights",3209.04,2020
"Mannerim",1.8,2020
"Manor Lakes",665.25,2020
"Marcus Hill",2.94,2020
"Maribyrnong",2554.74,2020
"Marshall",751.66,2020
"Maryknoll",210.9,2020
"Marysville",1.73,2020
"Maude",5.82,2020
"McCrae",708.91,2020
"McKinnon",4149.69,2020
"McMahons Creek",0.79,2020
"Meadow Heights",3766.74,2020
"Meeniyan",14.39,2020
"Melbourne",7607.79,2020
"Melbourne Airport",11.08,2020
"Melton",616.63,2020
"Melton South",2620.73,2020
"Melton West",1668,2020
"Mentone",2884.73,2020
"Menzies Creek",134.65,2020
"Meredith",4.7,2020
"Mernda",620.89,2020
"Merricks",16.37,2020
"Merricks Beach",104.5,2020
"Merricks North",17.83,2020
"Merrimu",25.56,2020
"Metcalfe East",2.36,2020
"Mickleham",36.96,2020
"Middle Park",5684.57,2020
"Middle Tarwin",2.68,2020
"Mill Park",2945.81,2020
"Millbrook",5.68,2020
"Millgrove",189.53,2020
"Mitcham",2475.52,2020
"Modella",8.75,2020
"Modewarre",8.75,2020
"Moggs Creek",18.78,2020
"Molesworth",1.11,2020
"Mollongghip",3.37,2020
"Monbulk",190.9,2020
"Monegeetta",10.81,2020
"Monomeith",5.6,2020
"Mont Albert",3241.7,2020
"Mont Albert North",2760.12,2020
"Montmorency",2397.68,2020
"Montrose",659.77,2020
"Moolap",41.56,2020
"Moonee Ponds",3560.14,2020
"Moorabbin",1395.98,2020
"Moorabbin Airport",3.42,2020
"Moorabool",3.28,2020
"Moorooduc",27.74,2020
"Mooroolbark",1810.92,2020
"Moranding",5.77,2020
"Mordialloc",1966,2020
"Moriac",56.18,2020
"Mornington",1240.62,2020
"Morrisons",1.69,2020
"Mount Burnett",29.9,2020
"Mount Cottrell",8.44,2020
"Mount Dandenong",166.64,2020
"Mount Doran",19.34,2020
"Mount Duneed",19.41,2020
"Mount Eccles",5.25,2020
"Mount Eccles South",5.32,2020
"Mount Egerton",10.51,2020
"Mount Eliza",825.59,2020
"Mount Evelyn",579.9,2020
"Mount Franklin",3.22,2020
"Mount Macedon",42.26,2020
"Mount Martha",679.35,2020
