"suburb","built_up","year"
"Narre Warren North",511.22,2020
"Narre Warren South",1659.96,2020
"Nayook",23.27,2020
"Neerim",47.88,2020
"Neerim East",8.01,2020
"Neerim Junction",34.82,2020
"Neerim North",13.62,2020
"Neerim South",49.87,2020
"Nerrena",29.51,2020
"New Gisborne",190.17,2020
"Newbury",41.64,2020
"Newcomb",1662.27,2020
"Newham",44.26,2020
"Newhaven",257.38,2020
"Newlyn",32.3,2020
"Newlyn North",36,2020
"Newport",2033.03,2020
"Newtown",1989.17,2020
"Niddrie",2207.42,2020
"Nilma",175.08,2020
"Nilma North",51.15,2020
"Noble Park",2289.5,2020
"Noble Park North",2152.52,2020
"Noojee",5.21,2020
"Norlane",2378.21,2020
"North Blackwood",18.45,2020
"North Geelong",2032.63,2020
"North Melbourne",2311.89,2020
"North Shore",1545.36,2020
"North Warrandyte",227.72,2020
"North Wonthaggi",383.94,2020
"Northcote",2381.77,2020
"Notting Hill",2306.69,2020
"Nulla Vale",6.61,2020
"Nunawading",1958.38,2020
"Nutfield",49.59,2020
"Nyora",60.23,2020
"Oak Park",2196.44,2020
"Oaklands Junction",49.22,2020
"Oakleigh",2280.27,2020
"Oakleigh East",2249.53,2020
"Oakleigh South",1523.95,2020
"Ocean Grove",1156.96,2020
"Officer",469.52,2020
"Officer South",23.15,2020
"Olinda",62.92,2020
"Ormond",2319.05,2020
"Outtrim",23.31,2020
"Pakenham",584.28,2020
"Pakenham South",57.38,2020
"Pakenham Upper",82.15,2020
"Panton Hill",100.43,2020
"Paraparap",21.39,2020
"Park Orchards",440.93,2020
"Parkdale",2485.47,2020
"Parkville",1230.3,2020
"Parwan",17.76,2020
"Pascoe Vale",2308.24,2020
"Pascoe Vale South",2212.4,2020
"Pastoria",10.51,2020
"Pastoria East",9.64,2020
"Patterson Lakes",1533,2020
"Pearcedale",276.14,2020
"Pentland Hills",31.46,2020
"Pheasant Creek",33.11,2020
"Piedmont",50.11,2020
"Pioneer Bay",1922.17,2020
"Pipers Creek",27.63,2020
"Plenty",329.84,2020
"Plumpton",31.49,2020
"Point Cook",1120.12,2020
"Point Leo",172.26,2020
"Point Lonsdale",511.6,2020
"Point Wilson",4.69,2020
"Poowong",47.49,2020
"Poowong East",20.67,2020
"Poowong North",31.31,2020
"Porcupine Ridge",19.71,2020
"Port Melbourne",1967.78,2020
"Portarlington",373.81,2020
"Portsea",522.63,2020
"Pound Creek",19.44,2020
"Powelltown",8.16,2020
"Prahran",2646.69,2020
"Preston",2430.61,2020
"Princes Hill",2313.4,2020
"Pyalong",19.29,2020
"Quandong",2.7,2020
"Queenscliff",980.82,2020
"Queensferry",23.54,2020
"Ranceby",19.71,2020
"Ravenhall",586.16,2020
"Red Hill",97.23,2020
"Red Hill South",112.69,2020
"Reedy Creek",12.4,2020
"Reefton",0.56,2020
"Research",354.68,2020
"Reservoir",2214.78,2020
"Rhyll",121.36,2020
"Richmond",2545.25,2020
"Riddells Creek",123.16,2020
"Ringwood",1714.45,2020
"Ringwood East",1635.29,2020
"Ringwood North",1272.44,2020
"Ripplebrook",45.48,2020
"Rippleside",2136.37,2020
"Ripponlea",2098.97,2020
"Rochford",23.65,2020
"Rockbank",185.95,2020
"Rocklyn",21.29,2020
"Rokeby",91.25,2020
"Romsey",107.27,2020
"Rosanna",1844,2020
"Rosebud",1225.51,2020
"Rowsley",23.06,2020
"Rowville",1300.59,2020
"Roxburgh Park",1847.48,2020
"Rubicon",1.46,2020
"Ruby",41.06,2020
"Russells Bridge",28,2020
"Ryanston",22.17,2020
"Rye",1322.25,2020
"Rythdale",44.55,2020
"Safety Beach",1347.16,2020
"Sailors Falls",27.15,2020
"Sailors Hill",119.01,2020
"San Remo",181.66,2020
"Sandhurst",977.06,2020
"Sandon",11.8,2020
"Sandringham",2057.43,2020
"Sassafras",119.09,2020
"Scoresby",1133.11,2020
"Seabrook",2276.89,2020
"Seaford",1610.06,2020
"Seaholme",1832.84,2020
"Seaview",16.18,2020
"Seddon",2784.19,2020
"Selby",137.53,2020
"Seville",160.47,2020
"Seville East",124.09,2020
"She Oaks",25.74,2020
"Shelford",8.5,2020
"Shepherds Flat",17.48,2020
"Sherbrooke",36.54,2020
"Shoreham",101.73,2020
"Sidonia",6.45,2020
"Silvan",151.59,2020
"Silverleaves",556.77,2020
"Skye",429.68,2020
"Smeaton",17.13,2020
"Smiths Beach",1030.43,2020
"Smiths Gully",46.6,2020
"Somers",262.39,2020
"Somerton",1910.66,2020
"Somerville",440.38,2020
"Sorrento",1439.64,2020
"South Dudley",464.7,2020
"South Geelong",2201.35,2020
"South Kingsville",2157.84,2020
"South Melbourne",2614.77,2020
"South Morang",841.86,2020
"South Wharf",2253.23,2020
"South Yarra",2169.56,2020
"Southbank",2116.48,2020
"Spargo Creek",6.4,2020
"Spotswood",1683.08,2020
"Spring Hill",18.96,2020
"Springbank",20.07,2020
"Springfield",14.03,2020
"Springvale",1893.38,2020
"Springvale South",1832.82,2020
"St Albans",2347.31,2020
"St Albans Park",1335.75,2020
"St Andrews",52.15,2020
"St Andrews Beach",812.45,2020
"St Clair",20.63,2020
"St Helena",1252.71,2020
"St Kilda",2114.91,2020
"St Kilda East",2367.57,2020
"St Kilda West",2006.41,2020
"St Leonards",267.3,2020
"Staughton Vale",11.31,2020
"Steels Creek",23.29,2020
"Steiglitz",6.65,2020
"Stonehaven",18.5,2020
"Strangways",29.25,2020
"Strath Creek",9.36,2020
"Strathewen",21.13,2020
"Strathlea",7.72,2020
"Strathmore",1875.69,2020
"Strathmore Heights",1093.24,2020
"Strathtulloh",155.06,2020
"Strzelecki",17.46,2020
"Sugarloaf Creek",18.68,2020
"Summerlands",48.35,2020
"Sunbury",316.81,2020
"Sunday Creek",85.67,2020
"Sunderland Bay",633.73,2020
"Sunset Strip",1747.84,2020
"Sunshine",2148.14,2020
"Sunshine North",1923.6,2020
"Sunshine West",2293.94,2020
"Surf Beach",600.18,2020
"Surrey Hills",2050.26,2020
"Sutherlands Creek",23.05,2020
"Swan Bay",12.82,2020
"Swan Island",104.71,2020
"Sydenham",2188.64,2020
"Taggerty",9.51,2020
"Tallarook",14.5,2020
"Tantaraboo",24.04,2020
"Taradale",40.3,2020
"Tarilta",14.41,2020
"Tarneit",735.05,2020
"Tarrawarra",21.79,2020
"Tarwin",13.11,2020
"Tarwin Lower",12.38,2020
"Taylor Bay",85.28,2020
"Taylors Hill",2356.22,2020
"Taylors Lakes",2020.66,2020
"Tecoma",512.32,2020
"Teesdale",69.76,2020
"Templestowe",846.09,2020
"Templestowe Lower",1709.23,2020
"Tenby Point",289.88,2020
"Tetoora Road",34.14,2020
"The Basin",580.59,2020
"The Gurdies",41.75,2020
"The Patch",231.97,2020
"Thomastown",2224.36,2020
"Thomson",2215.84,2020
"Thornbury",2385.36,2020
"Thornhill Park",101.25,2020
"Thornton",18.36,2020
"Three Bridges",8.82,2020
"Tonimbuk",26.4,2020
"Toolangi",5.5,2020
"Toolern Vale",39.39,2020
"Tooradin",138.73,2020
"Toorak",2246.63,2020
"Tootgarook",1974.87,2020
"Torquay",620.64,2020
"Torwood",34.62,2020
"Tottenham",2742.26,2020
"Travancore",1771.95,2020
"Trawool",8.37,2020
"Tremont",18.8,2020
"Trentham",51.53,2020
"Trentham East",19.99,2020
"Trida",11.43,2020
"Truganina",552.32,2020
"Tuerong",46.51,2020
"Tullamarine",2348.01,2020
"Tyaak",19.89,2020
"Tyabb",307.26,2020
"Tylden",32.16,2020
"Tylden South",21.23,2020
"Tynong",83.14,2020
"Tynong North",39.59,2020
"Upper Ferntree Gully",670.23,2020
"Upper Plenty",32.18,2020
"Upwey",541.71,2020
"Vaughan",21.79,2020
"Ventnor",85.24,2020
"Venus Bay",231.01,2020
"Vermont",1679.88,2020
"Vermont South",1453.29,2020
"Vervale",39.1,2020
"Viewbank",1049.62,2020
"Wallace",52.59,2020
"Wallan",171.87,2020
"Wallington",119.26,2020
"Wandana Heights",877.18,2020
"Wandin East",188.04,2020
"Wandin North",271.06,2020
"Wandong",77.72,2020
"Wantirna",1312.75,2020
"Wantirna South",1167.32,2020
"Warburton",13.78,2020
"Warneet",234.86,2020
"Warragul",430.23,2020
"Warragul South",43.94,2020
"Warragul West",63.35,2020
"Warrandyte",305.26,2020
"Warrandyte South",273.12,2020
"Warranwood",1011.34,2020
"Waterford Park",1079.84,2020
"Waterways",1126.12,2020
"Watsonia",1886.69,2020
"Watsonia North",1992.98,2020
"Watsons Creek",71.37,2020
"Wattle Bank",43.53,2020
"Wattle Glen",187.06,2020
"Waurn Ponds",288.24,2020
"Weir Views",244.76,2020
"Wensleydale",5.59,2020
"Werona",8.2,2020
"Werribee",985.97,2020
"Werribee South",188.23,2020
"Wesburn",38.99,2020
"West Creek",21.98,2020
"West Footscray",2442.07,2020
"West Melbourne",1889.19,2020
"Westmeadows",1243.75,2020
"Whanregarwen",8.2,2020
"Wheatsheaf",32.3,2020
"Wheelers Hill",1507.31,2020
"Whitelaw",28.51,2020
"Whittington",2360.2,2020
"Whittlesea",75.08,2020
"Wild Dog Valley",18.3,2020
"Wildwood",24.4,2020
"Williams Landing",1422.3,2020
"Williamstown",1988.45,2020
"Williamstown North",1915.86,2020
"Willowmavin",15.98,2020
"Wimbledon Heights",1530.06,2020
"Winchelsea",27.82,2020
"Winchelsea South",21.34,2020
"Windsor",2745.37,2020
"Wollert",194.88,2020
"Wonga Park",229.02,2020
"Wonthaggi",201.1,2020
"Woodend",131.94,2020
"Woodend North",78.06,2020
"Woodleigh",20.53,2020
"Woodstock",31.68,2020
"Woolamai",23.15,2020
"Wooreen",21.74,2020
"Woori Yallock",126.88,2020
"Wurdiboluc",23.54,2020
"Wyndham Vale",488.36,2020
"Yallambie",1213.28,2020
"Yan Yean",31.65,2020
"Yandoit",28.15,2020
"Yandoit Hills",15.87,2020
"Yannathan",51.1,2020
"Yarra Glen",126.42,2020
"Yarra Junction",202.09,2020
"Yarrambat",236.5,2020
"Yarraville",2237.13,2020
"Yea",23.57,2020
"Yellingbo",32.7,2020
"Yendon",43.28,2020
"Yering",38.79,2020
"Yuroke",64.13,2020
"Abbotsford",2270.84,2025
"Aberfeldie",1983.28,2025
"Acheron",10.79,2025
"Ada",0,2025
"Adams Estate",317.32,2025
"Aintree",251.61,2025
"Aireys Inlet",117.57,2025
"Airport West",2295.83,2025
"Albanvale",2279.13,2025
"Albert Park",1490.33,2025
"Albion",1758.19,2025
"Alexandra",78.21,2025
"Allambee",10.24,2025
"Almurta",16.39,2025
"Alphington",1561.22,2025
"Altona",1289.17,2025
"Altona Meadows",1379.41,2025
"Altona North",1904.23,2025
"Anakie",37.77,2025
"Anderson",24.75,2025
"Anglesea",81.7,2025
"Arawata",19.33,2025
"Archies Creek",204.3,2025
"Ardeer",1762.82,2025
"Armadale",2471.74,2025
"Armstrong Creek",408.79,2025
"Arthurs Creek",41.93,2025
"Arthurs Seat",117.3,2025
"Ascot Vale",2166.54,2025
"Ashbourne",23.02,2025
"Ashburton",1826.21,2025
"Ashwood",1836.42,2025
"Aspendale",1857.05,2025
"Aspendale Gardens",1406.99,2025
"Athlone",31.98,2025
"Attwood",663.04,2025
"Avalon",82.61,2025
"Avondale Heights",1745.2,2025
"Avonsleigh",110.87,2025
"Bacchus Marsh",729.63,2025
"Badger Creek",157.19,2025
"Balaclava",2656.61,2025
"Ballan",53.25,2025
"Balliang",11.65,2025
"Balliang East",22.02,2025
"Balnarring",170.75,2025
"Balnarring Beach",644.45,2025
"Balwyn",2101.89,2025
"Balwyn North",1730.74,2025
"Bambra",16.83,2025
"Bamganie",11.74,2025
"Bangholme",251.3,2025
"Bannockburn",128,2025
"Barkstead",6.06,2025
"Barrabool",34.29,2025
"Barrys Reef",15.03,2025
"Barwon Heads",966.33,2025
"Basalt",11.33,2025
"Bass",37.3,2025
"Batesford",144.42,2025
"Baxter",421.75,2025
"Bayles",80.33,2025
"Baynton",7.69,2025
"Bayswater",2202.47,2025
"Bayswater North",1843.07,2025
"Beaconsfield",720.04,2025
"Beaconsfield Upper",172.64,2025
"Beaumaris",2097.26,2025
"Beenak",7.53,2025
"Belgrave",426.59,2025
"Belgrave Heights",382.42,2025
"Belgrave South",169.67,2025
"Bell Park",2440.28,2025
"Bell Post Hill",1017.46,2025
"Bellarine",83.42,2025
"Bellbrae",70.93,2025
"Bellfield",1806.22,2025
"Bells Beach",63.92,2025
"Belmont",1887.9,2025
"Bena",32.83,2025
"Bend of Islands",30.25,2025
"Benloch",16.48,2025
"Bentleigh",2446.07,2025
"Bentleigh East",2303.96,2025
"Beremboke",25.55,2025
"Berwick",1191.79,2025
"Beveridge",40.91,2025
"Big Hill",6.46,2025
"Big Pats Creek",18.9,2025
"Bittern",369.31,2025
"Black Rock",1631.83,2025
"Blackburn",1603.92,2025
"Blackburn North",1884.43,2025
"Blackburn South",1944.84,2025
"Blackwood",12.56,2025
"Blairgowrie",1623.12,2025
"Blakeville",1.81,2025
"Blampied",31.15,2025
"Blind Bight",288.88,2025
"Bolinda",38.93,2025
"Bolwarrah",7.58,2025
"Bona Vista",46.12,2025
"Bonbeach",1775.95,2025
"Boneo",81.29,2025
"Bonnie Brook",69.15,2025
"Boonah",1.96,2025
"Boronia",1583.43,2025
"Botanic Ridge",802.33,2025
"Box Hill",2012.28,2025
"Box Hill North",2000.02,2025
"Box Hill South",1845.87,2025
"Braeside",1302.76,2025
"Brandy Creek",70.08,2025
"Bravington",67.44,2025
"Braybrook",2144.64,2025
"Breakwater",1406.31,2025
"Breamlea",148.22,2025
"Briar Hill",1679.28,2025
"Brighton",2220.16,2025
"Brighton East",2145.92,2025
"Broadford",81.54,2025
"Broadmeadows",1855.88,2025
"Brookfield",851.86,2025
"Brooklyn",2108.78,2025
"Brunswick",2671.23,2025
"Brunswick East",2244.49,2025
"Brunswick West",2276.58,2025
"Buckley",16.18,2025
"Buffalo",17.24,2025
"Bulla",84.58,2025
"Bullarook",24.82,2025
"Bullarto",24.17,2025
"Bullarto South",9.58,2025
"Bulleen",1493.42,2025
"Bullengarook",30.79,2025
"Buln Buln",76.91,2025
"Buln Buln East",32.29,2025
"Bunding",16.96,2025
"Bundoora",1458.85,2025
"Bungal",6.9,2025
"Bungaree",49.74,2025
"Bunyip",225.62,2025
"Bunyip North",42.29,2025
"Burnley",738.49,2025
"Burnside",1502.3,2025
"Burnside Heights",1966.86,2025
"Burwood",1904.5,2025
"Burwood East",1994.28,2025
"Buxton",26.36,2025
"Bylands",12.59,2025
"Cadello",38.05,2025
"Cairnlea",1615.99,2025
"Calder Park",232.36,2025
"Caldermeade",29.02,2025
"Cambarville",0.02,2025
"Camberwell",2029.27,2025
"Campbellfield",2433.74,2025
"Campbelltown",7.36,2025
"Cannons Creek",166.87,2025
"Canterbury",2023.84,2025
"Cape Paterson",171.09,2025
"Cape Schanck",61.71,2025
"Cape Woolamai",637.61,2025
"Capel Sound",1599.74,2025
"Cardinia",71.19,2025
"Carlsruhe",38.41,2025
"Carlton",2586.97,2025
"Carlton North",1894.04,2025
"Carnegie",2423.6,2025
"Caroline Springs",1930.33,2025
"Carrum",2282.05,2025
"Carrum Downs",1284.19,2025
"Castella",30.3,2025
"Catani",64.35,2025
"Cathkin",5.74,2025
"Caulfield",2579.17,2025
"Caulfield East",1320.62,2025
"Caulfield North",2438.55,2025
"Caulfield South",2401.16,2025
"Ceres",65.88,2025
"Chadstone",2008.75,2025
"Charlemont",204.61,2025
"Chelsea",2371.87,2025
"Chelsea Heights",1648.22,2025
"Cheltenham",2139.33,2025
"Cherokee",16.63,2025
"Chintin",13.15,2025
"Chirnside Park",455.26,2025
"Christmas Hills",22.31,2025
"Chum Creek",69.13,2025
"Churchill Island",51.62,2025
"Clarendon",33.14,2025
"Claretown",30.98,2025
"Clarinda",1535.35,2025
"Clarkefield",18.05,2025
"Clarkes Hill",30.89,2025
"Clayton",2342.69,2025
"Clayton South",1797.18,2025
"Clematis",139.48,2025
"Clifton Hill",2039.94,2025
"Clifton Springs",1435.4,2025
"Clonbinane",4.94,2025
"Cloverlea",51.87,2025
"Clyde",163.66,2025
"Clyde North",520.83,2025
"Clydesdale",31.43,2025
"Cobaw",22.93,2025
"Cobblebank",279.07,2025
"Coburg",2313.47,2025
"Coburg North",1966.09,2025
"Cockatoo",107.45,2025
"Cocoroc",23.31,2025
"Coimadai",27.2,2025
"Colbrook",10.71,2025
"Coldstream",89.24,2025
"Collingwood",2844.8,2025
"Connewarre",48.18,2025
"Coolaroo",2231.9,2025
"Coomoora",91.34,2025
"Cora Lynn",66.51,2025
"Corinella",150.81,2025
"Corio",1236.11,2025
"Coronet Bay",448.92,2025
"Cottles Bridge",76.22,2025
"Cowes",696.55,2025
"Craigieburn",1171.02,2025
"Cranbourne",1202.01,2025
"Cranbourne East",1160.55,2025
"Cranbourne North",1576.96,2025
"Cranbourne South",294.39,2025
"Cranbourne West",1066.17,2025
"Cremorne",2666.75,2025
"Crib Point",594.23,2025
"Crossover",55.44,2025
"Croydon",1491.73,2025
"Croydon Hills",1348.13,2025
"Croydon North",1324.17,2025
"Croydon South",1779.57,2025
"Curlewis",186.07,2025
"Dales Creek",255.22,2025
"Dallas",2099.97,2025
"Dalmore",73.42,2025
"Dalyston",109.28,2025
"Dandenong",2125.01,2025
"Dandenong North",1644.08,2025
"Dandenong South",2131.77,2025
"Darley",397.17,2025
"Darnum",81.26,2025
"Darraweit Guim",16.54,2025
"Daylesford",188.01,2025
"Dean",24.77,2025
"Deanside",105.19,2025
"Deepdene",2001.42,2025
"Deer Park",1914.49,2025
"Delahey",1730.35,2025
"Denver",39.59,2025
"Derrimut",1884.51,2025
"Devils River",2.2,2025
"Devon Meadows",299.6,2025
"Dewhurst",71.26,2025
"Diamond Creek",578.76,2025
"Diggers Rest",99.96,2025
"Dingley Village",1365.62,2025
"Dixons Creek",36.35,2025
"Docklands",1761.6,2025
"Don Valley",55.49,2025
"Doncaster",1800.37,2025
"Doncaster East",1753.57,2025
"Donnybrook",26.78,2025
"Donvale",840.88,2025
"Doreen",597.07,2025
"Doveton",1832.7,2025
"Dromana",422.3,2025
"Drouin",321.99,2025
"Drouin East",82.72,2025
"Drouin South",52.26,2025
"Drouin West",75.74,2025
"Drumcondra",2520.59,2025
"Drummond",34.77,2025
"Drummond North",22.84,2025
"Dry Diggings",16.21,2025
"Drysdale",243.42,2025
"Dunnstown",53.39,2025
"Durdidwarrah",4.63,2025
"Eaglemont",1509.17,2025
"East Geelong",1446,2025
"East Melbourne",1471.97,2025
"East Warburton",6.43,2025
"Eastern View",8.04,2025
"Eden Park",133.15,2025
"Edgecombe",42.49,2025
"Edithvale",2269.44,2025
"Eganstown",34.82,2025
"Eildon",8.81,2025
"Elaine",12.83,2025
"Elevated Plains",80.39,2025
"Elizabeth Island",24.42,2025
"Ellinbank",58.84,2025
"Elsternwick",2506.7,2025
"Eltham",747.86,2025
"Eltham North",1082.19,2025
"Elwood",2232.15,2025
"Emerald",86.96,2025
"Endeavour Hills",1132.88,2025
"Epping",1073.81,2025
"Essendon",2273.37,2025
"Essendon Fields",979.59,2025
"Essendon North",2051.67,2025
"Essendon West",1178.66,2025
"Eumemmerring",1667.37,2025
"Exford",69.28,2025
"Eynesbury",45.46,2025
"Fairbank",18.6,2025
"Fairfield",1371.7,2025
"Fairhaven",270.11,2025
"Fawcett",4.48,2025
"Fawkner",2107.88,2025
"Fern Hill",22.73,2025
"Ferndale",15.42,2025
"Fernshaw",0,2025
"Ferntree Gully",1695.31,2025
"Ferny Creek",216.98,2025
"Fieldstone",63.45,2025
"Fingal",156.4,2025
"Fiskville",16.43,2025
"Fitzroy",2666.82,2025
"Fitzroy North",2400.19,2025
"Flemington",1560.82,2025
"Flinders",79.42,2025
"Flowerdale",10.69,2025
"Footscray",2151.45,2025
"Forbes",17.91,2025
"Forest Hill",1832.85,2025
"Franklinford",15.47,2025
"Frankston",1768.91,2025
"Frankston North",1039.02,2025
"Frankston South",1158.38,2025
"Fraser Rise",431.91,2025
"French Island",5.38,2025
"Freshwater Creek",41.96,2025
"Fryerstown",27.7,2025
"Fyansford",86.74,2025
"Gainsborough",59.01,2025
"Gardenvale",2363.69,2025
"Garfield",173.2,2025
"Garfield North",50.02,2025
"Geelong",2481.39,2025
"Geelong West",2865.25,2025
"Gembrook",16.28,2025
"Gentle Annie",0.09,2025
"Gherang",48.02,2025
"Gheringhap",31.82,2025
"Ghin Ghin",5.58,2025
"Gilderoy",16.79,2025
"Gisborne",154.31,2025
"Gisborne South",176.83,2025
"Gladstone Park",1878.2,2025
"Gladysdale",48.44,2025
"Glen Alvie",35.01,2025
"Glen Forbes",40.3,2025
"Glen Huntly",2341.72,2025
"Glen Iris",1899.62,2025
"Glen Waverley",1788.94,2025
"Glenaroua",5.84,2025
"Glenburn",10.27,2025
"Glenluce",4.75,2025
"Glenlyon",20.58,2025
"Glenmore",9.62,2025
"Glenroy",1806.41,2025
"Gnarwarre",21.51,2025
"Goldie",21.73,2025
"Gordon",77.16,2025
"Gowanbrae",1404.04,2025
"Grangefields",100.08,2025
"Grantville",124.59,2025
"Greendale",35.55,2025
"Greenhill",32.7,2025
"Greensborough",1485.56,2025
"Greenvale",567.88,2025
"Grovedale",2247.6,2025
"Gruyere",56.03,2025
"Guildford",27.34,2025
"Guys Hill",192.68,2025
"Hadfield",1790.82,2025
"Hallam",2039.67,2025
"Hallora",37.19,2025
"Hallston",17.42,2025
"Hamlyn Heights",1658.87,2025
"Hampton",2254.82,2025
"Hampton East",2235.69,2025
"Hampton Park",1374.5,2025
"Harkaway",156.44,2025
"Harkness",469.98,2025
"Harmers Haven",107.53,2025
"Hastings",677.97,2025
"Hawthorn",2119.39,2025
"Hawthorn East",2293.1,2025
"Healesville",68.04,2025
"Heath Hill",38.4,2025
"Heathcote Junction",111.18,2025
"Heatherton",776.03,2025
"Heathmont",1509.91,2025
"Heidelberg",1772.06,2025
"Heidelberg Heights",2221.88,2025
"Heidelberg West",2165.41,2025
"Hepburn",316.44,2025
"Hepburn Springs",259.43,2025
"Herne Hill",2302.47,2025
"Hesket",28.9,2025
"High Camp",8.59,2025
"Highett",2266.23,2025
"Highlands",8.16,2025
"Highton",1690.97,2025
"Hillside",1729.86,2025
"Hmas Cerberus",110.61,2025
"Hoddles Creek",41.46,2025
"Homewood",8.67,2025
"Hopetoun Park",293.37,2025
"Hoppers Crossing",2293.29,2025
"Howes Creek",13.83,2025
"Hughesdale",2371.63,2025
"Humevale",23.04,2025
"Huntingdale",2646.77,2025
"Hurstbridge",198.96,2025
"Indented Head",895.79,2025
"Ingliston",8.4,2025
"Inverleigh",24.1,2025
"Inverloch",133.25,2025
"Iona",55.22,2025
"Irishtown",10.16,2025
"Ivanhoe",1711.09,2025
"Ivanhoe East",1429.29,2025
"Jacana",1366.57,2025
"Jam Jerrup",38.73,2025
"Jan Juc",826.16,2025
"Jeetho",33.74,2025
"Jindivick",42.21,2025
"Jumbunna",41.95,2025
"Junction Village",777.69,2025
"Kalkallo",223.4,2025
"Kallista",89.43,2025
"Kalorama",84.76,2025
"Kangaroo Ground",101.21,2025
"Kardella",45.83,2025
"Kardella South",72.22,2025
"Kealba",1370.57,2025
"Keilor",681.4,2025
"Keilor Downs",1921.25,2025
"Keilor East",1501.33,2025
"Keilor Lodge",2024.99,2025
"Keilor North",77.55,2025
"Keilor Park",1579.45,2025
"Kensington",2378.61,2025
"Kernot",19.53,2025
"Kerrie",19.95,2025
"Kerrisdale",7.71,2025
"Kew",1688.54,2025
"Kew East",1197.36,2025
"Keysborough",1393.32,2025
"Kilcunda",83.16,2025
"Killingworth",17.24,2025
"Kilmore",188.35,2025
"Kilmore East",22.13,2025
"Kilsyth",1356.41,2025
"Kilsyth South",1144.5,2025
"Kinglake",24.1,2025
"Kinglake Central",31.96,2025
"Kinglake West",38.32,2025
"Kings Park",2437.67,2025
"Kingsbury",1952.89,2025
"Kingsville",2652.83,2025
"Knoxfield",1969.31,2025
"Kongwak",33.88,2025
"Koo Wee Rup",128.77,2025
"Koo Wee Rup North",61,2025
"Koonwarra",48.4,2025
"Kooroocheang",7.83,2025
"Koorooman",33.05,2025
"Kooyong",1385.14,2025
"Koriella",7.47,2025
"Korobeit",28.13,2025
"Korumburra",153.95,2025
"Korumburra South",34.01,2025
"Korweinguboora",28.29,2025
"Krowera",24.17,2025
"Kurunjang",1057.43,2025
"Kyneton",175.18,2025
"Kyneton South",23.7,2025
"Labertouche",47.26,2025
"Lake Eildon",1,2025
"Lal Lal",26.98,2025
"Lalor",1989.21,2025
"Lance Creek",34.39,2025
"Lancefield",53.46,2025
"Lang Lang",53.39,2025
"Lang Lang East",35.94,2025
"Langdons Hill",11.86,2025
"Langley",19.77,2025
"Langwarrin",826.89,2025
"Langwarrin South",404.94,2025
"Lara",355.49,2025
"Lardner",53.41,2025
"Launching Place",90.42,2025
"Lauriston",33.56,2025
"Laverton",1453.52,2025
"Laverton North",2065.59,2025
"Leonards Hill",6.77,2025
"Leongatha",267.38,2025
"Leongatha North",36.04,2025
"Leongatha South",27.04,2025
"Leopold",559.7,2025
"Lerderderg",0.17,2025
"Lethbridge",50.9,2025
"Lillico",96.05,2025
"Lilydale",612.72,2025
"Limestone",2.54,2025
"Little Hampton",35.27,2025
"Little River",46.1,2025
"Loch",40.65,2025
"Loch Valley",0.02,2025
"Long Forest",84.94,2025
"Longwarry",102.41,2025
"Longwarry North",95.09,2025
"Lorne",38.37,2025
"Lovely Banks",203.19,2025
"Lower Plenty",615.56,2025
"Lynbrook",1733.01,2025
"Lyndhurst",673.08,2025
"Lyonville",28.32,2025
"Lysterfield",225.89,2025
"Lysterfield South",279.43,2025
"Macclesfield",72.92,2025
"Macedon",111.42,2025
"Macleod",1577.66,2025
"Maddingley",285.87,2025
"Maidstone",2281,2025
"Main Ridge",77.82,2025
"Maintongoon",4.82,2025
"Malmsbury",61.89,2025
"Malvern",2339.9,2025
"Malvern East",1957.25,2025
"Mambourin",5.15,2025
"Manifold Heights",2764.92,2025
"Mannerim",21.86,2025
"Manor Lakes",461.66,2025
"Marcus Hill",80.07,2025
"Maribyrnong",1604.22,2025
"Marshall",947.44,2025
"Maryknoll",304.56,2025
"Marysville",6.91,2025
"Maude",30.79,2025
"McCrae",1206.28,2025
"McKinnon",2387.63,2025
"McMahons Creek",0.96,2025
"Meadow Heights",1912.99,2025
"Meeniyan",53.96,2025
"Melbourne",1592.93,2025
"Melbourne Airport",509.29,2025
"Melton",596.24,2025
"Melton South",1614.93,2025
"Melton West",988.53,2025
"Mentone",2363.51,2025
"Menzies Creek",105.72,2025
"Meredith",20.47,2025
"Mernda",632.16,2025
"Merricks",65.89,2025
"Merricks Beach",325.18,2025
"Merricks North",68.81,2025
"Merrimu",82.55,2025
"Metcalfe East",14.32,2025
"Mickleham",212.26,2025
"Middle Park",2253.72,2025
"Middle Tarwin",17.94,2025
"Mill Park",1848.86,2025
"Millbrook",22.02,2025
"Millgrove",129.52,2025
"Mitcham",1739.17,2025
"Modella",53.68,2025
"Modewarre",35.79,2025
"Moggs Creek",103.45,2025
"Molesworth",5.62,2025
"Mollongghip",16.06,2025
"Monbulk",317.11,2025
"Monegeetta",41.56,2025
"Monomeith",23.65,2025
"Mont Albert",1895.33,2025
"Mont Albert North",1754.03,2025
"Montmorency",1479.93,2025
"Montrose",501.44,2025
"Moolap",298.73,2025
"Moonee Ponds",2198.99,2025
"Moorabbin",2735.05,2025
"Moorabbin Airport",1133.21,2025
"Moorabool",34.41,2025
"Moorooduc",134.67,2025
"Mooroolbark",1296.47,2025
"Moranding",20.22,2025
"Mordialloc",2070.56,2025
"Moriac",103.5,2025
"Mornington",1402.23,2025
"Morrisons",10.08,2025
"Mount Burnett",33.64,2025
"Mount Cottrell",49.97,2025
